;Index;wheat;maize;soybeans;rice;class;Word1;Word2;Word3;Word4;Word5
0;26395;43.0;42.0;25.0;20.0;0.0;wheat;corn;lot;futur;price
1;9705;1.0;3.0;1.0;0.0;5.0;mmt;corn;year;product;last
2;44934;0.0;0.0;0.0;0.0;5.0;food;emporium;said;new;bridgemarket
3;47393;0.0;0.0;0.0;0.0;5.0;parti;said;sayekbok;econom;year
4;760;4.0;1.0;1.0;0.0;5.0;euro;wheat;last;us;pound
5;57654;2.0;1.0;0.0;1.0;5.0;commod;percent;index;us;drop
6;14210;40.0;18.0;13.0;17.0;0.0;wheat;crop;mmt;year;winter
7;46244;0.0;0.0;0.0;0.0;5.0;said;sharp;board;peopl;compani
8;13531;0.0;0.0;0.0;0.0;5.0;greec;bank;capit;euro;control
9;4617;27.0;20.0;8.0;8.0;0.0;cocoa;price;wheat;grind;futur
10;31959;35.0;28.0;16.0;16.0;0.0;wheat;price;coffe;corn;futur
11;22846;32.0;24.0;13.0;11.0;0.0;wheat;price;fund;futur;net
12;52476;0.0;0.0;0.0;0.0;5.0;china;plugin;said;us;ev
13;2040;21.0;2.0;1.0;2.0;0.0;bushel;million;wheat;forecast;estim
14;54210;0.0;0.0;0.0;0.0;5.0;23andm;fda;said;use;compani
15;23963;0.0;0.0;0.0;0.0;5.0;peopl;said;enrol;health;exchang
16;22429;0.0;0.0;0.0;0.0;5.0;busi;cisco;belkin;close;said
17;28599;0.0;0.0;0.0;0.0;5.0;percent;saudi;european;oil;sinc
18;38910;0.0;0.0;0.0;0.0;5.0;merkel;said;year;polic;new
19;21563;0.0;0.0;0.0;0.0;5.0;appl;iphon;china;event;consum
20;39365;0.0;0.0;0.0;0.0;5.0;court;appeal;muslim;citi;constitut
21;15080;0.0;0.0;0.0;0.0;5.0;tax;propos;529;plan;said
22;514;21.0;14.0;12.0;5.0;0.0;wheat;close;corn;15;export
23;44536;0.0;0.0;0.0;0.0;5.0;percent;economi;year;said;novemb
24;39001;0.0;0.0;0.0;0.0;5.0;migrant;calai;uk;three;spokesman
25;39901;0.0;0.0;0.0;0.0;5.0;appl;said;compani;iphon;sale
26;54295;0.0;0.0;0.0;0.0;5.0;said;nomura;euro;nordvig;month
27;44917;0.0;0.0;0.0;0.0;5.0;molli;photograph;sj;lowebloomberg;arrondiss
28;37879;0.0;0.0;0.0;0.0;5.0;prepa;agreement;debt;bondhold;said
29;7018;0.0;0.0;0.0;0.0;5.0;said;pope;abort;republican;would
30;35242;0.0;0.0;0.0;0.0;5.0;said;kuaidi;didi;china;compani
31;44446;0.0;0.0;0.0;0.0;5.0;last;market;look;said;maker
32;874;2.0;1.0;0.0;45.0;5.0;mill;ardent;compani;said;new
33;39612;0.0;0.0;0.0;0.0;5.0;market;stock;say;china;trade
34;28051;0.0;0.0;0.0;0.0;5.0;asylum;de;said;maizier;border
35;47753;0.0;0.0;0.0;0.0;5.0;park;parti;said;korea;saenuri
36;26433;0.0;0.0;0.0;0.0;5.0;china;world;trade;would;percent
37;21163;0.0;0.0;0.0;0.0;5.0;offer;ipo;public;share;percent
38;35893;48.0;46.0;34.0;26.0;0.0;wheat;corn;harvest;soybean;price
39;59305;0.0;0.0;0.0;0.0;5.0;prasad;billion;said;year;rupe
40;28672;0.0;0.0;0.0;0.0;5.0;glaxo;said;compani;doctor;market
41;32497;0.0;0.0;0.0;0.0;5.0;risk;global;growth;fed;said
42;24597;66.0;51.0;32.0;36.0;0.0;wheat;crop;corn;futur;harvest
43;4487;0.0;0.0;0.0;0.0;5.0;clinton;democrat;campaign;parti;state
44;46661;0.0;0.0;0.0;0.0;5.0;auction;airwav;said;fcc;tv
45;57470;0.0;0.0;0.0;0.0;5.0;new;hotel;build;like;design
46;60150;0.0;0.0;0.0;0.0;5.0;delta;said;bombardi;jet;aircraft
47;26927;0.0;0.0;0.0;0.0;5.0;percent;sale;brand;juli;lexus
48;18724;29.0;21.0;8.0;9.0;0.0;wheat;offer;price;corn;futur
49;8136;0.0;0.0;0.0;0.0;5.0;said;franc;vall;washington;next
50;8556;0.0;0.0;0.0;0.0;5.0;island;japan;said;china;defens
51;16674;0.0;0.0;0.0;0.0;5.0;joplin;porsch;car;littl;lucki
52;19258;51.0;40.0;16.0;35.0;0.0;wheat;tonn;grain;price;export
53;35238;0.0;0.0;0.0;0.0;5.0;uber;billion;new;expand;round
54;3698;0.0;0.0;0.0;0.0;5.0;gowdi;done;new;benghazi;republican
55;24915;45.0;37.0;25.0;24.0;0.0;wheat;tonn;hectar;price;per
56;58214;0.0;0.0;0.0;0.0;5.0;new;buyer;condo;foreign;market
57;8583;0.0;0.0;0.0;0.0;5.0;wage;union;percent;yen;increas
58;49449;0.0;0.0;0.0;0.0;5.0;dutert;said;presid;rape;missionari
59;28799;0.0;0.0;0.0;0.0;5.0;dam;said;iraq;milit;forc
60;40206;0.0;0.0;0.0;0.0;5.0;setl;blockchain;system;bank;use
61;26904;0.0;0.0;0.0;0.0;5.0;japan;yen;union;wage;increas
62;12572;0.0;0.0;0.0;0.0;5.0;percent;said;year;greec;greek
63;13263;49.0;34.0;22.0;22.0;0.0;wheat;crop;price;futur;corn
64;33667;27.0;20.0;8.0;8.0;0.0;price;wheat;corn;futur;yara
65;38919;1.0;1.0;1.0;1.0;5.0;robot;roboteam;say;militari;compani
66;27835;45.0;28.0;9.0;16.0;0.0;wheat;price;corn;futur;grain
67;27623;37.0;35.0;22.0;17.0;0.0;wheat;corn;nina;la;price
68;22729;0.0;0.0;0.0;0.0;5.0;said;app;data;agenc;network
69;27936;0.0;0.0;0.0;0.0;5.0;said;citi;rate;offic;year
70;475;3.0;0.0;0.0;14.0;5.0;mill;cours;flour;particip;bhlerksu
71;52267;0.0;0.0;0.0;0.0;5.0;month;labor;fall;sinc;lmci
72;53854;0.0;0.0;0.0;1.0;5.0;caldwel;said;depart;justic;andersen
73;24085;0.0;0.0;0.0;0.0;5.0;model;911;porsch;car;said
74;53906;0.0;0.0;0.0;0.0;5.0;portug;oi;telecom;asset;altic
75;39821;0.0;0.0;0.0;0.0;5.0;bank;capit;trade;book;lender
76;49287;0.0;0.0;0.0;0.0;5.0;spiegel;snapchat;messag;stanford;said
77;24507;35.0;28.0;12.0;15.0;0.0;price;wheat;corn;futur;market
78;39386;0.0;0.0;0.0;0.0;5.0;bank;percent;said;rate;polici
79;12083;1.0;0.0;0.0;0.0;5.0;approv;kcbt;amend;trade;contract
80;25109;30.0;24.0;11.0;11.0;0.0;wheat;price;market;corn;futur
81;909;0.0;0.0;0.0;0.0;5.0;chicken;fri;piec;cook;coat
82;55356;0.0;0.0;0.0;0.0;5.0;guest;get;design;yacht;deck
83;51324;0.0;0.0;0.0;0.0;5.0;percent;said;rate;budget;fiscal
84;15966;40.0;29.0;13.0;10.0;0.0;wheat;price;corn;hedg;fund
85;38078;0.0;0.0;0.0;0.0;5.0;cruz;trump;said;speech;parti
86;9560;31.0;34.0;11.0;12.0;1.0;corn;wheat;price;futur;ingredion
87;26269;0.0;0.0;0.0;0.0;5.0;myanmar;say;countri;elect;year
88;20229;0.0;0.0;0.0;0.0;5.0;price;percent;govern;month;year
89;22481;33.0;25.0;11.0;13.0;0.0;wheat;price;year;sugar;corn
90;40877;0.0;0.0;0.0;0.0;5.0;talisman;repsol;said;compani;percent
91;47726;4.0;4.0;4.0;4.0;4.0;invest;australia;chines;said;foreign
92;25076;0.0;0.0;0.0;0.0;5.0;said;percent;govern;may;econom
93;45329;0.0;0.0;0.0;0.0;5.0;save;said;incom;year;kitc
94;50081;0.0;0.0;0.0;0.0;5.0;googl;execut;pichai;year;award
95;48075;0.0;0.0;0.0;0.0;5.0;etihad;jet;airlin;carrier;stake
96;51141;0.0;0.0;0.0;0.0;5.0;bank;ag;hypo;p;austrian
97;13037;0.0;0.0;0.0;0.0;5.0;percent;mcdonald;sale;said;us
98;45798;0.0;0.0;0.0;0.0;5.0;kumamoto;said;saturday;quak;earthquak
99;45289;0.0;0.0;0.0;0.0;5.0;said;us;beer;brewer;brito
100;39814;0.0;0.0;0.0;0.0;5.0;hbo;time;said;warner;us
101;14659;9.0;6.0;3.0;2.0;0.0;juli;wheat;mmt;day;corn
102;24055;43.0;27.0;15.0;15.0;0.0;wheat;us;futur;corn;price
103;20930;0.0;0.0;0.0;0.0;5.0;compani;obama;said;technolog;inc
104;21286;0.0;0.0;0.0;0.0;5.0;htc;year;new;last;one
105;13803;18.0;9.0;3.0;6.0;0.0;mmt;wheat;tmt;year;last
106;23334;29.0;22.0;10.0;10.0;0.0;oil;palm;wheat;price;futur
107;25874;32.0;28.0;13.0;13.0;0.0;wheat;corn;futur;price;fund
108;48273;0.0;0.0;0.0;0.0;5.0;said;citi;polic;protest;brisban
109;20672;31.0;24.0;11.0;14.0;0.0;price;wheat;futur;corn;sugar
110;35359;0.0;0.0;0.0;0.0;5.0;tax;land;hous;saudi;said
111;45552;0.0;0.0;0.0;0.0;5.0;billion;exxon;also;compani;12
112;48980;0.0;0.0;0.0;0.0;5.0;milk;fonterra;said;price;powder
113;2280;0.0;0.0;0.0;0.0;5.0;citi;china;shanghai;world;vehicl
114;40687;0.0;0.0;0.0;0.0;5.0;azerbaijan;bank;financ;year;imf
115;36195;27.0;20.0;8.0;8.0;0.0;wheat;price;corn;futur;market
116;8760;0.0;0.0;0.0;0.0;5.0;trade;expect;feed;nwf;year
117;19246;29.0;23.0;9.0;9.0;0.0;wheat;ethanol;price;corn;us
118;57028;0.0;0.0;0.0;0.0;5.0;trade;china;polic;offic;report
119;49302;0.0;0.0;0.0;0.0;5.0;deal;china;billion;qunar;said
120;35847;0.0;0.0;0.0;0.0;5.0;said;branstad;iowa;governor;go
121;37120;0.0;0.0;0.0;0.0;5.0;syngenta;sharehold;said;compani;group
122;34599;0.0;0.0;0.0;0.0;5.0;said;million;percent;quarter;year
123;42918;0.0;0.0;0.0;0.0;5.0;softwar;sap;seat;driver;park
124;56306;0.0;0.0;0.0;0.0;5.0;twitter;tweet;experi;peopl;deal
125;53781;0.0;0.0;0.0;0.0;5.0;said;bank;bonus;revenu;percent
126;27687;55.0;46.0;27.0;26.0;0.0;bushel;wheat;us;corn;price
127;12834;2.0;1.0;0.0;1.0;5.0;damag;krasnodar;roof;depart;sausag
128;22588;34.0;28.0;14.0;16.0;0.0;price;wheat;cotton;corn;us
129;54711;0.0;0.0;0.0;0.0;5.0;bank;euro;billion;oper;program
130;13605;9.0;8.0;5.0;0.0;0.0;16;percent;settl;wheat;million
131;30841;0.0;0.0;0.0;0.0;5.0;said;rate;year;polici;carney
132;697;0.0;0.0;0.0;0.0;5.0;bond;said;film;wore;also
133;52067;0.0;0.0;0.0;0.0;5.0;litvak;us;said;would;secur
134;35367;28.0;21.0;9.0;9.0;0.0;wheat;futur;price;corn;us
135;60617;0.0;0.0;0.0;0.0;5.0;said;pakistan;india;gunmen;attack
136;17797;0.0;0.0;0.0;0.0;5.0;googl;approv;motorola;deal;year
137;23541;0.0;0.0;0.0;0.0;5.0;percent;inflat;month;bank;central
138;20706;37.0;31.0;18.0;18.0;0.0;price;wheat;corn;futur;us
139;51697;0.0;0.0;0.0;0.0;5.0;polici;bank;riksbank;said;ecb
140;20353;54.0;44.0;21.0;27.0;0.0;wheat;tonn;price;corn;futur
141;12973;0.0;0.0;0.0;0.0;5.0;bank;minsheng;share;percent;stock
142;481;24.0;26.0;16.0;11.0;1.0;corn;week;cent;close;wheat
143;6524;0.0;0.0;0.0;0.0;5.0;europ;timelin;confer;sign;maastricht
144;11505;27.0;15.0;11.0;14.0;0.0;mmt;wheat;good;excel;estim
145;46252;0.0;0.0;0.0;0.0;5.0;appl;trump;govern;cook;one
146;24679;28.0;21.0;9.0;9.0;0.0;wheat;price;market;corn;futur
147;2229;15.0;15.0;4.0;5.0;4.0;price;cereal;fao;food;index
148;23871;0.0;0.0;0.0;0.0;5.0;klarna;said;deposit;compani;bank
149;11963;14.0;8.0;4.0;7.0;0.0;wheat;13;nov;grain;basic
150;25209;27.0;20.0;9.0;9.0;0.0;wheat;price;cotton;futur;corn
151;51655;0.0;0.0;0.0;0.0;5.0;lendingclub;compani;new;investig;loan
152;31795;0.0;0.0;0.0;0.0;5.0;apothek;hp;said;hps;compani
153;40470;0.0;0.0;0.0;0.0;5.0;consum;spend;growth;us;global
154;18330;0.0;0.0;0.0;0.0;5.0;facebook;said;mobil;ad;inc
155;28081;0.0;0.0;0.0;0.0;5.0;elect;syriza;bailout;minist;like
156;16717;3.0;14.0;0.0;2.0;1.0;china;corn;said;kg;product
157;46348;0.0;0.0;0.0;0.0;5.0;photograph;imag;brussel;via;getti
158;8025;15.0;16.0;9.0;9.0;1.0;mmt;wheat;corn;crop;see
159;34504;0.0;0.0;0.0;0.0;5.0;said;rifl;connecticut;kill;school
160;24314;0.0;0.0;0.0;0.0;5.0;game;blizzard;women;said;divers
161;8759;13.0;3.0;2.0;3.0;0.0;wheat;mmt;estim;london;expect
162;39341;0.0;0.0;0.0;0.0;5.0;market;fed;rate;percent;growth
163;30051;52.0;33.0;20.0;22.0;0.0;wheat;corn;futur;price;crop
164;11326;21.0;25.0;20.0;12.0;1.0;million;usda;corn;close;estim
165;43891;0.0;0.0;0.0;0.0;5.0;invest;bank;australia;year;said
166;59360;0.0;0.0;0.0;0.0;5.0;percent;increas;rate;price;fuel
167;57761;0.0;0.0;0.0;0.0;5.0;fire;bangladesh;said;factori;worker
168;25576;27.0;21.0;8.0;8.0;0.0;price;wheat;us;corn;futur
169;30567;27.0;21.0;8.0;8.0;0.0;price;wheat;futur;corn;rubber
170;32871;0.0;0.0;0.0;0.0;5.0;greek;bank;said;govern;ecb
171;44824;0.0;0.0;0.0;0.0;5.0;said;molef;eskom;brown;africa
172;38052;1.0;1.0;1.0;1.0;5.0;said;percent;philippin;year;yesterday
173;32879;0.0;0.0;0.0;0.0;5.0;loan;credit;card;bernstein;said
174;59286;0.0;0.0;0.0;0.0;5.0;aquila;plant;solar;said;govern
175;48936;0.0;0.0;0.0;0.0;5.0;hotel;baccarat;group;starwood;said
176;34662;0.0;0.0;0.0;0.0;5.0;million;persson;estat;price;mansion
177;44199;0.0;0.0;0.0;0.0;5.0;gm;month;said;discount;percent
178;42225;0.0;0.0;0.0;0.0;5.0;watch;look;work;im;that
179;21968;36.0;28.0;10.0;15.0;0.0;wheat;trade;cme;futur;corn
180;41733;0.0;0.0;0.0;0.0;5.0;rate;dollar;said;percent;currenc
181;3325;2.0;2.0;2.0;2.0;5.0;year;compani;lower;product;quarter
182;33195;53.0;33.0;17.0;22.0;0.0;wheat;price;tonn;corn;futur
183;27286;0.0;0.0;0.0;0.0;5.0;percent;sale;year;million;rose
184;5287;0.0;0.0;0.0;0.0;5.0;percent;trump;bush;voter;walker
185;37425;0.0;0.0;0.0;0.0;5.0;demand;oil;yu;price;product
186;15327;1.0;1.0;0.0;1.0;5.0;frame;certif;product;en;weld
187;18108;39.0;29.0;13.0;17.0;0.0;wheat;price;corn;futur;market
188;59808;0.0;0.0;0.0;0.0;5.0;percent;uk;european;june;region
189;9892;1.0;0.0;0.0;0.0;5.0;export;mt;year;month;total
190;30855;0.0;0.0;0.0;0.0;5.0;solar;batteri;said;help;year
191;4043;0.0;0.0;0.0;5.0;5.0;tiger;dangot;flour;brand;mill
192;55976;0.0;0.0;0.0;0.0;5.0;year;billion;said;inc;last
193;32232;0.0;0.0;0.0;0.0;5.0;china;search;economi;web;term
194;40266;0.0;0.0;0.0;0.0;5.0;guarante;sothebi;million;art;said
195;51992;0.0;0.0;0.0;0.0;5.0;dealer;alli;auto;loan;said
196;29887;62.0;45.0;26.0;29.0;0.0;wheat;corn;harvest;futur;price
197;57131;0.0;0.0;0.0;0.0;5.0;nato;russian;militari;baltic;russia
198;14099;47.0;35.0;21.0;19.0;0.0;wheat;price;hedg;fund;corn
199;50866;1.0;1.0;1.0;1.0;5.0;bond;said;gruber;invest;yield
200;527;34.0;25.0;18.0;23.0;0.0;mmt;harvest;wheat;year;barley
201;1313;0.0;0.0;0.0;0.0;5.0;car;model;p90d;drive;thing
202;39697;0.0;0.0;0.0;0.0;5.0;ipo;co;investor;new;percent
203;8199;0.0;0.0;0.0;0.0;5.0;china;said;disput;asean;south
204;19406;28.0;21.0;9.0;9.0;0.0;price;wheat;futur;corn;market
205;14038;54.0;29.0;15.0;16.0;0.0;wheat;price;hectar;corn;futur
206;16442;0.0;0.0;0.0;0.0;5.0;molin;said;abballa;kill;three
207;37799;0.0;0.0;0.0;0.0;5.0;taiwan;said;wage;china;presid
208;48317;0.0;0.0;0.0;0.0;5.0;cuomo;said;year;minimum;9
209;39833;0.0;0.0;0.0;0.0;5.0;copper;year;said;mine;output
210;54815;0.0;0.0;0.0;0.0;5.0;share;inbev;ab;altern;sabmil
211;52928;0.0;0.0;0.0;0.0;5.0;japan;yen;currenc;trade;polici
212;37975;28.0;21.0;9.0;9.0;0.0;wheat;price;corn;futur;food
213;23176;27.0;20.0;8.0;8.0;0.0;price;wheat;oil;futur;corn
214;57420;1.0;1.0;1.0;4.0;5.0;whitewav;food;deal;million;bloomberg
215;55467;0.0;0.0;0.0;0.0;5.0;ipo;fund;percent;return;manag
216;21036;0.0;0.0;0.0;0.0;5.0;said;camera;citi;surveil;use
217;45698;0.0;0.0;0.0;0.0;5.0;bond;govern;yield;debt;market
218;10234;0.0;0.0;0.0;0.0;5.0;huawei;said;compani;billion;increas
219;14053;0.0;0.0;0.0;0.0;5.0;agrium;awb;acquisit;australian;scheme
220;57699;0.0;0.0;0.0;0.0;5.0;portfolio;real;manag;estat;obligo
221;9793;8.0;2.0;2.0;2.0;0.0;price;wheat;year;last;low
222;1345;0.0;0.0;0.0;0.0;5.0;industri;feed;afia;regist;fii
223;38598;0.0;0.0;0.0;0.0;5.0;percent;london;investor;moscow;russian
224;5614;0.0;0.0;0.0;0.0;5.0;said;yen;japan;trillion;bank
225;34670;28.0;21.0;9.0;9.0;0.0;wheat;corn;futur;price;market
226;14741;33.0;25.0;13.0;13.0;0.0;tonn;wheat;cocoa;futur;price
227;13136;0.0;0.0;0.0;0.0;5.0;said;gm;year;percent;gms
228;60005;0.0;0.0;0.0;0.0;5.0;abengoa;percent;compani;euro;billion
229;35477;27.0;20.0;8.0;8.0;0.0;wheat;corn;futur;price;gunn
230;23381;37.0;33.0;18.0;18.0;0.0;price;wheat;corn;futur;us
231;57545;1.0;1.0;0.0;2.0;5.0;open;restaur;chef;new;along
232;18670;31.0;23.0;9.0;11.0;0.0;wheat;year;us;price;beef
233;26089;0.0;0.0;0.0;0.0;5.0;yuan;percent;bank;china;market
234;1956;0.0;0.0;0.0;1.0;5.0;co;product;long;bakeri;purchas
235;47353;0.0;0.0;0.0;0.0;5.0;percent;russia;said;year;billion
236;51649;0.0;0.0;0.0;0.0;5.0;said;motor;test;mitsubishi;report
237;3183;11.0;13.0;4.0;10.0;1.0;million;year;group;compar;incom
238;44114;0.0;0.0;0.0;0.0;5.0;said;cunliff;increas;growth;risk
239;45729;0.0;0.0;0.0;0.0;5.0;philip;euro;compani;million;billion
240;18920;0.0;0.0;0.0;0.0;5.0;bank;said;fine;euro;rate
241;46013;0.0;0.0;0.0;0.0;5.0;republican;said;senat;ryan;trump
242;53572;0.0;0.0;0.0;0.0;5.0;valeant;ackman;said;compani;percent
243;54162;0.0;0.0;0.0;0.0;5.0;ftse;percent;year;100;etf
244;9403;46.0;29.0;15.0;17.0;0.0;wheat;price;corn;futur;harvest
245;37450;27.0;23.0;11.0;8.0;0.0;wheat;corn;price;futur;fund
246;6978;0.0;0.0;0.0;0.0;5.0;walker;gave;million;pac;governor
247;43109;0.0;0.0;0.0;0.0;5.0;negat;global;feder;economi;run
248;18294;0.0;0.0;0.0;0.0;5.0;japan;russia;abe;putin;month
249;20838;0.0;0.0;0.0;0.0;5.0;tech;cambridg;citi;said;univers
250;45645;0.0;0.0;0.0;0.0;5.0;japan;toyota;year;percent;wage
251;47933;0.0;0.0;1.0;0.0;5.0;milk;price;dunkin;sell;latt
252;36933;29.0;22.0;10.0;10.0;0.0;wheat;price;futur;corn;us
253;29381;0.0;0.0;0.0;0.0;5.0;sentenc;mursi;death;group;egypt
254;28770;39.0;31.0;14.0;16.0;0.0;wheat;price;corn;futur;fund
255;48795;0.0;0.0;0.0;0.0;5.0;coal;said;ton;coke;compani
256;32087;3.0;3.0;2.0;2.0;5.0;dollar;peso;percent;currenc;bank
257;21595;0.0;0.0;0.0;0.0;5.0;ford;said;percent;flood;thai
258;46788;0.0;0.0;0.0;0.0;5.0;percent;rate;growth;wage;london
259;17291;37.0;30.0;18.0;20.0;0.0;wheat;futur;sugar;price;corn
260;14624;0.0;0.0;0.0;0.0;5.0;200;100;19500;20600;18600
261;21308;30.0;23.0;11.0;13.0;0.0;price;wheat;sugar;import;corn
262;59359;0.0;0.0;0.0;0.0;5.0;yen;line;market;billion;price
263;31836;40.0;38.0;17.0;21.0;0.0;wheat;corn;price;us;futur
264;51072;0.0;0.0;0.0;0.0;5.0;heta;euro;guarante;bank;debt
265;43313;0.0;0.0;0.0;0.0;5.0;compani;billion;swissport;franc;million
266;4517;42.0;48.0;29.0;23.0;1.0;corn;price;wheat;futur;crop
267;669;29.0;24.0;20.0;11.0;0.0;mmt;billion;wheat;usda;estim
268;27563;0.0;0.0;0.0;0.0;5.0;nation;popul;peopl;demograph;polici
269;19890;0.0;0.0;0.0;0.0;5.0;compani;us;invers;tax;treasuri
270;17509;0.0;0.0;0.0;0.0;5.0;pair;feat;drake;brown;new
271;29612;0.0;0.0;0.0;0.0;5.0;pt;jakarta;indonesia;said;kilomet
272;19518;0.0;0.0;0.0;0.0;5.0;pfizer;astrazeneca;said;compani;billion
273;6955;0.0;0.0;0.0;0.0;5.0;superpac;million;candid;republican;thursday
274;43782;0.0;0.0;0.0;0.0;5.0;state;provid;abort;clinic;year
275;57184;0.0;0.0;0.0;0.0;5.0;said;percent;ton;million;capac
276;23247;0.0;0.0;0.0;0.0;5.0;app;appl;said;bitcoin;store
277;22366;0.0;0.0;0.0;0.0;5.0;view;kenya;bloomberg;nairobi;technolog
278;39247;1.0;1.0;1.0;1.0;5.0;wind;power;coal;energi;texa
279;17191;31.0;24.0;12.0;14.0;0.0;price;wheat;sugar;forecast;futur
280;18925;0.0;0.0;0.0;0.0;5.0;microsoft;compani;said;phone;busi
281;31163;0.0;0.0;0.0;0.0;5.0;million;bank;group;said;peopl
282;12189;0.0;0.0;0.0;0.0;5.0;3150;nexgen;system;control;power
283;20025;0.0;0.0;0.0;0.0;5.0;asia;imf;move;trade;signific
284;38581;0.0;0.0;0.0;0.0;5.0;korean;japan;south;forc;neighbor
285;4424;36.0;29.0;17.0;17.0;0.0;wheat;price;fund;dairi;new
286;21131;0.0;0.0;0.0;0.0;5.0;bitcoin;currenc;transact;said;ir
287;7994;6.0;7.0;6.0;1.0;1.0;mmt;million;close;expect;34
288;1955;21.0;2.0;1.0;2.0;0.0;bushel;million;wheat;forecast;estim
289;15319;0.0;0.0;0.0;0.0;5.0;gas;drill;say;group;health
290;45557;0.0;0.0;0.0;0.0;5.0;oil;norway;said;area;year
291;12763;38.0;29.0;15.0;17.0;0.0;wheat;price;corn;futur;south
292;32540;0.0;0.0;0.0;0.0;5.0;market;china;ralli;share;shanghai
293;47196;1.0;1.0;1.0;1.0;5.0;norwegian;kjos;say;new;plane
294;35843;34.0;27.0;15.0;15.0;0.0;wheat;price;futur;corn;loan
295;47569;0.0;0.0;0.0;0.0;5.0;rate;draghi;percent;bank;euro
296;23678;31.0;25.0;11.0;12.0;0.0;wheat;price;corn;futur;market
297;41050;0.0;0.0;0.0;0.0;5.0;pound;said;bank;year;billion
298;30320;0.0;0.0;0.0;0.0;5.0;drone;faa;compani;aircraft;approv
299;35212;0.0;0.0;0.0;0.0;5.0;price;opec;year;oil;report
300;55174;0.0;0.0;0.0;0.0;5.0;billion;year;cement;said;indian
301;49341;0.0;0.0;0.0;0.0;5.0;bank;payment;account;thirdparti;onlin
302;6258;18.0;3.0;3.0;3.0;0.0;wheat;feed;mar;pari;london
303;12394;0.0;0.0;0.0;0.0;5.0;greec;bond;point;basi;greek
304;52709;2.0;4.0;2.0;2.0;5.0;percent;sinc;quarter;index;march
305;11142;16.0;13.0;13.0;6.0;0.0;13;mar;cent;close;wheat
306;37134;0.0;0.0;0.0;0.0;5.0;macau;sjm;ltd;land;compani
307;39906;0.0;1.0;0.0;0.0;5.0;mcdonald;said;custom;burger;percent
308;1492;0.0;0.0;0.0;0.0;5.0;execut;inc;million;highestpaid;compani
309;10680;0.0;0.0;0.0;0.0;5.0;bank;standard;said;percent;icbc
310;18833;51.0;44.0;27.0;37.0;0.0;price;wheat;corn;harvest;futur
311;40307;0.0;0.0;0.0;0.0;5.0;dirham;emaar;properti;hsbc;percent
312;20173;0.0;0.0;0.0;0.0;5.0;windward;oil;said;2012;tanker
313;34377;0.0;0.0;0.0;0.0;5.0;south;japan;korea;meet;korean
314;28872;27.0;20.0;8.0;8.0;0.0;price;wheat;cattl;futur;beef
315;2522;29.0;22.0;9.0;10.0;0.0;wheat;price;corn;futur;market
316;770;16.0;8.0;2.0;4.0;0.0;mmt;wheat;import;could;week
317;6118;14.0;4.0;0.0;4.0;0.0;loss;durum;wheat;million;cere
318;3264;0.0;0.0;0.0;0.0;5.0;map;said;china;site;liu
319;57933;0.0;0.0;0.0;0.0;5.0;car;m2;like;drive;coup
320;29760;35.0;24.0;12.0;12.0;0.0;wheat;price;corn;futur;forecast
321;40817;1.0;1.0;1.0;1.0;5.0;copper;futur;commod;year;said
322;14700;13.0;11.0;14.0;8.0;2.0;close;soybean;cent;11;12
323;18729;27.0;20.0;8.0;8.0;0.0;wheat;price;corn;futur;phosphat
324;51916;0.0;0.0;0.0;0.0;5.0;govern;said;bombardi;c;trudeau
325;45445;0.0;0.0;0.0;0.0;5.0;court;eu;said;would;polit
326;22060;0.0;0.0;0.0;0.0;5.0;said;minist;malaysia;corrupt;transpar
327;20157;28.0;21.0;9.0;9.0;0.0;price;wheat;sugar;futur;corn
328;38733;0.0;0.0;0.0;0.0;5.0;abbott;said;islam;percent;coalit
329;44038;0.0;0.0;0.0;0.0;5.0;percent;cent;yield;said;joyc
330;13911;0.0;0.0;0.0;0.0;5.0;iran;said;nuclear;would;program
331;5510;0.0;0.0;0.0;0.0;5.0;us;panetta;china;said;region
332;46189;0.0;0.0;0.0;0.0;5.0;sharp;said;compani;yen;japan
333;12087;0.0;0.0;0.0;0.0;5.0;countri;arriv;itali;greec;time
334;45426;0.0;0.0;0.0;0.0;5.0;said;ireland;shanahan;move;london
335;17496;0.0;0.0;0.0;0.0;5.0;percent;million;linkedin;said;revenu
336;2853;37.0;31.0;17.0;16.0;0.0;wheat;corn;zambeef;futur;price
337;6596;62.0;35.0;16.0;21.0;0.0;wheat;tonn;price;corn;futur
338;2056;0.0;0.0;0.0;0.0;5.0;cameroon;fao;develop;program;agricultur
339;53037;0.0;0.0;0.0;0.0;5.0;cameron;eu;start;say;uk
340;40005;0.0;0.0;0.0;0.0;5.0;qualcomm;compani;said;china;licens
341;20152;37.0;30.0;33.0;19.0;0.0;price;soybean;wheat;futur;corn
342;20224;40.0;40.0;22.0;21.0;4.0;price;wheat;corn;futur;us
343;34384;0.0;0.0;0.0;0.0;5.0;percent;market;fed;rate;trader
344;9479;0.0;0.0;0.0;0.0;5.0;price;1300;rapem;25300;eurosmetr
345;20100;0.0;0.0;0.0;0.0;5.0;batteri;tesla;power;new;nt
346;2260;28.0;21.0;9.0;11.0;0.0;wheat;corn;futur;price;ros
347;29971;0.0;0.0;0.0;0.0;5.0;starbuck;year;said;percent;program
348;57174;0.0;0.0;1.0;0.0;5.0;biodiesel;tax;credit;fuel;diesel
