DATE,IGC GOI,Wheat,Maize,Soyabeans,Rice,Barley
38155,137.98,136.14,119.45,146.7,116.33,137.44
38156,138.41,136.24,118.93,148.05,116.33,137.85
38159,139.23,135.42,119.45,150.92,116.28,136.23
38160,137.93,133.45,117.35,150.07,116.28,134.15
38161,139.48,132.81,121.02,153.45,116.28,131.3
38162,138.6,131.1,121.54,152.78,115.99,126.18
38163,138.75,130.28,123.12,153.28,115.99,124.1
38166,135.48,129.38,121.54,148.39,108.99,124.05
38167,135.6,128.91,119.97,149.91,108.99,123.34
38168,134.1,128.36,115.78,148.05,108.99,123.64
38169,135.56,127.81,116.31,152.27,108.99,123.69
38170,134.12,125.1,114.73,151.09,108.99,124.51
38173,133.66,125.13,114.73,150.07,108.76,122.53
38174,134.76,125.48,113.69,153.62,108.76,120.3
38175,133.61,126.08,113.69,150.07,108.76,119.08
38176,132.58,125.79,111.59,148.56,108.76,117.61
38177,132.12,125.58,111.07,147.71,109.33,115.63
38180,130.98,126.25,111.59,143.83,109.33,115.68
38181,129.15,125.88,110.02,139.61,109.85,115.37
38182,129.33,126.24,111.07,139.1,110.31,115.58
38183,126.21,124.99,108.97,132.35,110.31,115.53
38184,124.2,124.7,107.92,127.12,111.34,115.73
38187,125.45,124.65,106.88,131,111.68,115.93
38188,126.31,124.2,105.83,134.21,111.91,115.68
38189,124.48,123.44,103.21,131.34,112.2,114.92
38190,122.57,122.99,102.68,126.78,112.2,115.17
38191,121.72,123.5,103.73,123.57,112.2,114.41
38194,122.57,122.51,104.78,126.44,112.2,113.9
38195,120.97,121.75,104.26,123.4,111.05,113.09
38196,118.43,120.36,103.21,118.34,111.05,112.79
38197,118.63,119.53,103.73,119.35,111.05,112.99
38198,117.06,118.46,103.73,115.97,111.05,112.68
38201,116.46,119.21,104.26,115.64,105.36,112.63
38202,117,119.32,105.3,116.48,106.01,112.58
38203,116.32,119.99,105.83,113.78,106.01,112.53
38204,117.66,120.51,107.92,116.14,106.16,112.48
38205,117.4,120.38,107.92,115.47,106.36,113.45
38208,118.05,119.63,108.97,117.33,106.36,113.65
38209,116.78,118.55,106.88,115.47,106.36,114.66
38210,115.62,117.24,105.3,114.12,106.36,114.66
38211,117.59,116.17,104.78,120.7,106.36,114.66
38212,117.11,115.58,104.78,119.69,106.36,115.68
38215,116.97,116.44,105.83,118,106.36,115.78
38216,118.06,117.46,107.92,119.35,105.96,115.98
38217,118.01,117.29,106.35,120.03,105.96,116.19
38218,118.43,118.55,107.92,119.35,105.96,116.9
38219,118.43,119.1,108.97,118.34,105.96,116.85
38222,121.19,120.89,110.02,123.91,106.06,117.25
38223,120.91,119.32,108.97,124.75,105.96,117.3
38224,121.28,119.27,107.92,126.1,105.96,117.61
38225,120.55,119.31,105.83,124.58,106.61,117.91
38226,119.49,118.78,103.73,122.9,106.61,118.22
38229,121.24,119.03,105.83,126.61,106.31,118.22
38230,122.28,120.33,106.88,127.79,106.31,119.33
38231,123.34,122.11,108.97,128.47,106.31,119.18
38232,122.5,122.36,107.4,126.61,106.31,119.03
38233,121.05,122.46,105.3,123.4,106.41,118.37
38236,121.03,122.68,105.3,123.23,106.41,118.47
38237,119.09,122.43,104.26,118.68,106.41,118.47
38238,119.62,123.29,104.26,118.68,106.41,118.98
38239,119.17,123.6,104.26,117.49,105.66,118.98
38240,119.37,126.62,103.21,116.14,105.66,119.74
38243,119.75,127.89,103.21,116.48,105.21,119.48
38244,119.49,128.19,102.68,115.81,105.21,119.43
38245,119.83,129.85,103.21,115.81,104.91,118.87
38246,119.17,130.32,102.16,114.46,103.95,118.82
38247,118.78,130.38,101.64,113.61,103.95,118.77
38250,117.6,129.63,100.59,111.59,103.7,118.98
38251,117.77,130.24,100.06,111.75,103.7,119.84
38252,116.87,129.33,99.54,110.23,104.1,119.94
38253,116.69,129.13,98.49,110.4,104.1,120.3
38254,115.38,128.62,97.45,108.04,103.35,120.14
38257,116.06,128.38,98.49,109.73,103.05,120.5
38258,115.98,127.9,98.49,109.73,103.25,120.4
38259,116.17,128.22,97.97,110.57,103.25,120.55
38260,115.22,126.54,97.45,109.05,104.25,121.46
38261,115.74,126.14,97.45,110.57,104.7,122.63
38264,114.75,125.66,96.4,108.72,104.7,122.88
38265,115.13,125.98,97.45,108.88,105.11,122.88
38266,115.54,125.42,99.54,109.56,105.11,122.63
38267,115.21,125.5,98.49,109.05,105.11,122.63
38268,115.2,125.42,97.45,109.56,104.96,123.64
38271,116.2,125.66,99.02,111.59,104.96,123.03
38272,115.19,126.7,97.97,108.21,105.46,123.09
38273,114.45,126.86,99.02,105.85,105.46,123.14
38274,115.07,127.66,98.49,108.04,105.46,115.07
38275,115.22,128.38,99.54,107.37,105.46,115.88
38278,115.07,127.81,98.49,107.53,106.01,116.95
38279,116.46,128.11,100.06,110.23,106.31,117.56
38280,116.6,127.45,99.54,111.25,106.31,118.42
38281,115.94,127.04,98.49,110.23,106.31,118.01
38282,116.02,127.1,97.45,110.91,106.06,118.37
38285,117.48,128.54,99.02,112.94,106.06,118.98
38286,117.3,128.78,98.49,111.92,107.27,119.23
38287,116.79,129.34,98.49,109.73,107.47,119.48
38288,116.99,130.22,99.02,109.39,107.47,118.47
38289,116.65,130.06,96.92,109.39,107.47,118.72
38292,115.87,129.52,96.4,108.55,106.02,118.72
38293,116.54,129.69,95.35,110.74,105.93,119.18
38294,116.44,129.87,94.83,110.4,105.79,119.64
38295,115.19,130.77,93.25,107.2,105.08,119.58
38296,115.27,131.34,94.3,106.52,105.08,120.04
38299,115.28,132.08,93.78,106.01,105.3,120.65
38300,115.77,131.69,93.78,107.2,106.51,120.7
38301,116.56,131.55,93.78,109.73,106.51,121.26
38302,116.32,131.73,93.78,108.88,106.51,121.56
38303,116.88,131.66,94.83,109.9,106.55,121.87
38306,117.95,132.13,95.35,112.09,106.55,122.53
38307,118.61,132.43,96.4,113.1,106.73,122.98
38308,119.87,133.3,97.45,115.13,106.73,123.69
38309,119.67,133.04,96.4,115.13,106.73,124.66
38310,118.71,131.98,94.83,113.61,107.71,125.12
38313,118.68,131.41,93.78,114.46,107.71,125.27
38314,119.07,131.15,93.78,115.64,108.02,125.27
38315,118.56,130.41,94.3,114.29,108.02,126.03
38316,118.34,129.84,94.3,114.12,108.02,127.04
38317,117.96,129.26,93.78,113.61,108.52,127.55
38320,117.37,128.51,93.78,111.75,110.39,127.75
38321,117.07,128.64,94.3,110.57,110.39,128.51
38322,116.32,128.29,94.3,109.05,110.48,128.77
38323,115.87,128.25,94.83,107.7,110.48,128.26
38324,117.23,129.5,96.92,109.39,110.7,129.02
38327,117.81,129.97,97.45,110.4,110.7,129.12
38328,116.69,129.15,94.83,109.05,111.06,129.17
38329,117.45,129.21,95.87,110.91,111.06,128.21
38330,117.02,129.68,95.35,109.9,110.39,128.01
38331,117.06,128.94,94.3,111.08,110.66,127.55
38334,118.45,129.12,96.92,113.61,110.66,127.85
38335,116.78,129.13,96.92,109.05,110.3,127.91
38336,116.52,129.23,96.92,108.55,109.85,128.72
38337,116.11,128.77,96.4,108.04,109.85,128.51
38338,116.95,129.34,97.45,109.39,109.85,128.82
38341,117.63,129.71,97.97,109.9,111.77,129.63
38342,117.53,129.6,97.97,109.73,111.77,129.63
38343,117.59,130.05,97.97,109.22,111.77,129.88
38344,118.11,130.57,98.49,109.9,111.77,130.65
38345,118.2,130.38,98.49,110.23,111.77,130.9
38348,118.53,130.19,98.49,111.25,111.77,131.66
38349,118.08,130.24,97.97,110.23,111.77,131.36
38350,117.71,130.05,96.92,109.56,112.44,131.05
38351,117.76,130.33,96.92,109.56,112.44,130.75
38352,117.13,130.46,95.35,108.38,112.44,130.95
38355,116.73,129.82,95.35,107.37,113.02,129.88
38356,116.33,129.1,94.83,107.2,113.02,129
38357,116.44,129.18,94.3,107.87,113.02,128.62
38358,117.92,129.82,97.45,110.07,113.02,127.98
38359,118.13,129.9,94.83,111.59,113.38,127.35
38362,118.57,129.68,94.83,112.94,113.38,127.22
38363,118.29,129.77,95.35,111.75,113.69,127.35
38364,117.37,130.19,92.73,110.07,113.69,127.73
38365,117.71,130.61,92.73,110.74,113.69,127.35
38366,116.25,129.98,91.16,108.04,113.69,126.46
38369,115.91,129.71,91.16,107.37,113.69,126.33
38370,114.94,129.76,91.16,104.66,114.05,125.88
38371,115.48,130.13,92.21,105.17,114.9,125.93
38372,115.87,129.69,93.25,106.01,115.26,125.47
38373,115.28,129.74,92.73,104.66,115.26,125.52
38376,115.2,129.34,93.25,104.5,115.26,125.83
38377,115.7,129.02,93.25,106.01,115.17,126.13
38378,115.44,128.62,93.25,105.51,115.17,127.45
38379,114.61,127.58,92.21,104.5,115.17,127.5
38380,114.38,127.26,91.68,104.33,115.17,127.8
38383,114.84,127.45,92.73,105.17,114.54,128.62
38384,114.34,127.4,92.73,103.82,115.03,128.26
38385,113.76,126.96,92.21,103.14,115.03,127.91
38386,112.91,126.83,91.68,101.12,115.03,128.82
38387,112.2,126.46,90.63,99.94,115.17,128.46
38390,111.76,126.94,88.54,99.26,115.17,128.01
38391,111.99,127.18,88.02,99.77,115.66,128.26
38392,112.6,127.26,88.02,101.29,115.66,128.51
38393,113.41,127.82,90.11,101.96,115.66,130.54
38394,114.01,127.5,90.11,103.82,115.66,130.54
38397,115.02,127.93,91.16,105.85,115.17,131.25
38398,114.9,127.08,92.21,105.68,115.17,131.41
38399,114.32,126.16,90.63,105.51,115.17,131.3
38400,115.78,126.35,91.68,108.72,115.17,131.96
38401,115.96,126.38,92.73,108.72,115.17,132.12
38404,116.54,127.42,92.73,109.39,115.17,132.17
38405,118.92,129.1,95.35,113.27,114.99,133.13
38406,118.6,129.02,94.3,112.77,114.99,132.83
38407,118.44,128.7,94.83,111.42,115.17,141.66
38408,121.78,130.94,98.49,116.99,115.17,141.6
38411,123.21,131.71,99.54,119.69,114.99,142.67
38412,121.9,130.72,98.49,117.83,113.87,142.31
38413,122.92,130.77,97.97,120.53,113.87,141.96
38414,122.72,130.25,97.97,120.36,113.87,142.37
38415,122.48,129.74,97.45,120.19,113.87,143.28
38418,120.99,129.15,95.35,117.49,114.14,142.82
38419,121.95,129.84,95.87,119.18,114.14,143.33
38420,122.69,130.13,96.4,120.36,114.45,143.33
38421,123.84,130.97,97.97,122.05,114.45,143.33
38422,125.95,131.98,99.54,126.1,114.72,143.33
38425,124.97,131.1,97.97,124.92,114.72,142.72
38426,127.29,132.22,101.11,128.97,114.72,142.11
38427,126.22,131.18,99.02,127.62,114.72,142.77
38428,125.87,131.5,98.49,126.78,114.72,142.42
38429,123.65,130.46,96.92,122.39,114.72,141.55
38432,121.48,129.17,95.87,118.17,114.72,140.79
38433,121.6,129.23,96.4,118.34,114.72,140.08
38434,121.31,128.33,94.83,119.35,114.72,138.36
38435,120.99,128.32,94.83,118.68,114.54,137.65
38436,120.83,127.82,95.35,118.51,114.54,137.19
38439,120.73,127.73,95.35,118.34,114.45,136.73
38440,120.62,127.31,95.87,118,114.45,137.29
38441,121.54,126.89,95.35,121.21,114.45,137.34
38442,120.48,126.32,95.35,118.68,114.45,137.65
38443,119.42,125.26,95.87,116.48,114.23,137.19
38446,119.09,124.56,94.83,116.48,114.85,136.38
38447,118.91,124.17,93.25,116.99,114.85,136.23
38448,119.46,123.95,94.83,117.83,114.72,136.07
38449,119.22,123.48,94.83,117.49,114.85,136.18
38450,118.08,122.78,93.78,115.47,114.81,135.77
38453,118.58,122.78,94.3,116.48,114.99,136.23
38454,118.55,122.7,94.3,116.65,114.99,135.92
38455,118.92,122.62,94.3,117.83,114.99,135.36
38456,118.46,122.54,94.3,116.65,114.99,135.06
38457,118.09,121.34,94.3,116.65,114.99,135.01
38460,117.69,121.85,93.25,115.64,114.99,135.01
38461,119.86,122.84,95.35,119.69,115.26,134.65
38462,120.27,123.44,95.87,120.03,115.26,135.31
38463,120.27,123.63,95.87,121.04,115.26,123.8
38464,119.96,123.9,95.87,120.03,115.26,123.44
38467,120.91,125.61,96.4,121.04,115.26,123.03
38468,121.02,126.04,95.87,121.21,115.17,123.49
38469,120.28,125.92,93.25,120.36,115.17,123.44
38470,119.19,125.79,91.68,118.51,115.17,121.61
38471,119.67,126.14,93.78,118.34,115.17,123.34
38474,119.24,125.4,92.21,118.51,115.21,122.78
38475,118.89,124.35,91.68,118.51,115.21,123.24
38476,118.71,124.25,92.21,118,115.21,123.19
38477,119.16,123.68,93.25,119.18,115.21,123.14
38478,119.91,123.74,93.25,121.21,115.21,122.58
38481,119.65,123.24,93.25,120.87,115.21,122.68
38482,119.63,124.03,93.78,120.03,115.12,122.73
38483,119.23,123.13,92.73,119.69,115.12,122.78
38484,118.35,122.55,92.73,117.83,115.12,122.32
38485,117.53,121.9,92.73,116.14,115.12,122.12
38488,118.54,122.52,94.3,118,114.41,121.77
38489,118.6,123.47,94.3,117.49,114.32,121.97
38490,119.68,124.01,95.87,119.52,113.92,121.92
38491,119.14,123.84,94.83,118.68,113.92,121.61
38492,119.7,124.3,96.4,119.18,113.92,121.31
38495,121.3,126.56,100.06,120.19,113.74,121.01
38496,121.43,126.25,99.02,121.21,113.74,121.06
38497,122.98,126.03,99.54,124.75,113.74,121.61
38498,124.32,127.16,100.59,126.95,113.74,122.43
38499,123.29,126.86,98.49,125.26,113.74,122.73
38502,123.72,126.65,98.49,126.95,112.58,123.03
38503,124.26,126.6,98.49,128.47,112.31,123.39
38504,124.46,126.56,99.54,128.47,112.26,123.49
38505,122.76,125.31,96.4,125.93,112.62,125.37
38506,122.98,125.42,96.92,126.1,112.62,125.98
38509,123.25,125.04,97.97,126.61,112.62,126.23
38510,122.84,124.57,97.97,125.93,112.44,126.18
38511,121.76,123.63,95.87,124.58,112.44,126.64
38512,122.06,123.64,95.35,125.6,112.44,126.59
38513,121.05,123.58,93.25,123.91,112.44,126.03
38516,122.48,124.28,95.35,126.27,112.44,126.08
38517,123.53,124.91,96.92,127.96,112.09,126.49
38518,126.01,125.85,99.02,132.86,112.09,127.14
38519,125.74,125.6,99.54,132.18,111.68,127.3
38520,127.94,126.3,101.11,136.74,111.68,128.46
38523,129.68,127.58,103.73,139.27,111.68,127.85
38524,129.17,127.5,102.68,138.43,111.68,127.75
38525,129.35,127.34,101.64,139.44,111.68,128.16
38526,128.12,127.1,101.11,136.74,111.33,127.8
38527,129.67,127.98,102.16,139.61,111.33,128.21
38530,124.44,127.07,100.59,126.95,111.77,128.62
38531,122.87,126,100.06,123.23,112.13,133.79
38532,123.08,125.8,99.02,124.25,112.67,133.64
38533,121.51,124.97,98.49,121.04,112.67,133.23
38534,123.71,124.98,100.06,126.44,112.67,132.07
38537,124.54,125.25,101.64,127.71,112.67,131.91
38538,127.7,126.28,106.35,133.36,112.67,131.71
38539,126.18,125.52,106.35,129.99,112.67,131.76
38540,126.22,125.47,107.4,129.65,112.67,131.81
38541,124.48,124.86,104.78,126.61,112.67,131.86
38544,125.41,124.61,105.3,128.97,112.4,132.93
38545,126.26,124.12,105.83,131.34,112.4,133.49
38546,128.02,124.48,110.02,133.87,112.4,133.03
38547,128.86,124.83,112.64,135.22,110.75,133.08
38548,129.56,124.7,115.78,135.89,110.3,133.13
38551,129.35,124.3,117.35,134.88,110.3,133.69
38552,126.08,122.94,113.16,128.8,110.48,134.91
38553,125.69,121.82,110.54,129.65,110.48,135.62
38554,124.46,121.1,107.92,127.79,110.97,137.09
38555,124.23,121.02,106.88,127.79,110.52,137.8
38558,124.25,120.54,106.35,128.3,110.97,138
38559,125.13,121.26,107.92,129.48,110.97,137.7
38560,125.26,121.66,107.92,129.48,110.97,137.65
38561,126.48,122.22,109.5,131.51,110.97,138.36
38562,125.31,121.98,107.4,129.31,111.24,139.32
38565,125.05,122.12,105.3,129.48,111.06,139.02
38566,126.61,122.83,106.35,132.52,111.42,139.32
38567,125.1,122.33,104.26,129.48,111.42,140.13
38568,125.27,122.47,104.26,129.82,111.42,140.44
38569,124.48,122.14,103.73,128.3,111.42,139.98
38572,124.87,122.44,104.78,128.64,111.51,140.54
38573,124.09,122.19,105.3,126.61,111.51,140.49
38574,124.07,122.17,107.4,126.44,111.51,140.44
38575,124.28,123.11,107.92,126.1,111.51,140.39
38576,123.58,122.94,105.83,125.6,110.79,140.34
38579,121.9,123.1,103.73,122.05,110.57,139.78
38580,121.72,123.02,102.16,122.39,110.57,139.32
38581,122.18,123.82,103.21,122.56,110.57,139.12
38582,121.93,124.94,103.21,121.21,110.57,138.15
38583,121.07,125.66,102.16,119.01,110.39,137.7
38586,122.19,125.76,104.26,121.04,110.39,137.75
38587,122.27,126.17,103.21,121.55,110.17,137.34
38588,121.64,126.67,102.16,120.03,110.17,137.19
38589,120.84,127.08,101.64,117.66,110.61,137.29
38590,121.86,128.06,101.11,119.86,110.61,137.39
38593,122.17,127.81,101.11,120.87,110.61,137.24
38594,122.63,127.87,101.11,122.22,110.35,136.58
38595,121.57,127.05,100.59,120.19,110.35,137.19
38596,122.8,127.28,103.21,122.39,109.63,137.55
38597,121.89,126.14,103.21,120.87,109.63,137.9
38600,122.17,126.05,103.47,121.55,109.63,137.75
38601,123.36,125.96,105.3,124.08,109.63,137.29
38602,122.69,125.44,105.3,122.56,109.63,137.34
38603,122.81,125.87,105.3,122.56,110.52,134.1
38604,122.42,125.82,106.88,120.87,110.52,134.4
38607,122.19,126.6,105.83,120.19,110.52,133.44
38608,122.56,127.63,105.3,120.7,110.52,133.54
38609,122.18,128.33,103.73,120.03,110.52,133.39
38610,121.15,128.32,102.68,117.49,111.42,132.73
38611,121.28,129.1,102.16,117.49,111.42,132.57
38614,121.35,128.91,102.16,117.83,111.42,132.02
38615,121.48,128.88,102.16,118,112.04,131.66
38616,122.12,129.57,101.11,119.35,112.85,131.81
38617,122.71,130.73,101.64,119.69,113.25,130.95
38618,122.25,131.5,101.11,118.17,113.25,130.09
38621,121.44,130.94,99.54,117.16,113.25,129.63
38622,120.48,130.54,99.02,115.13,113.25,129.33
38623,120.74,130.62,99.02,115.81,113.25,129.28
38624,120.61,130.86,99.02,115.3,113.25,129.22
38625,121.73,131.9,100.06,117.16,112.85,129.68
38628,122.66,132.08,102.16,118.68,112.71,129.12
38629,121.07,131.69,101.11,115.13,112.71,129.28
38630,121.21,131.47,102.16,115.47,112.58,128.41
38631,121.7,131.57,102.16,115.97,113.29,132.62
38632,121.46,130.86,101.64,116.14,113.29,132.27
38635,120.71,131.21,101.11,114.12,113.47,131.41
38636,121.72,131.49,103.21,115.81,113.47,131.05
38637,124.08,132,106.35,120.36,113.47,131.2
38638,123.94,132.19,105.83,120.19,113.47,130.34
38639,123.92,131.34,106.35,120.53,113.47,131
38642,123.73,130.94,106.35,120.36,113.47,130.65
38643,122.94,129.66,105.83,119.52,113.47,130.09
38644,122.91,129.18,105.3,120.03,113.47,130.04
38645,122.44,129.66,104.26,118.84,113.47,129.99
38646,121.44,129.26,103.73,116.65,113.47,130.44
38649,121.37,128.72,103.21,117.33,113.07,130.39
38650,121.79,129.05,103.21,118.17,113.07,130.9
38651,121.18,129.47,102.16,116.65,113.07,130.65
38652,121.3,130.13,101.64,116.65,113.07,131.15
38653,120.61,129.74,101.11,115.3,113.07,131.66
38656,120.25,129.31,101.11,114.96,112.44,130.9
38657,120.81,128.96,101.11,116.82,112.18,130.92
38658,120.54,128.45,100.59,116.82,112.18,131.2
38659,121.52,128.73,99.02,120.03,111.95,130.85
38660,120.72,128.86,97.97,118.34,111.95,129.99
38663,119.95,128.41,97.97,116.65,111.95,129.63
38664,120.23,128.93,98.49,116.82,111.95,129.63
38665,120.66,129.68,98.49,117.66,111.28,129.38
38666,120.66,129.87,97.45,117.83,111.73,129.38
38667,121.79,129.9,98.49,120.36,111.73,129.38
38670,121.4,129.69,99.02,119.18,111.73,129.68
38671,121.02,129.17,99.02,118.68,111.64,129.48
38672,119.67,128.96,97.45,115.97,111.64,129.28
38673,119.97,128.27,97.45,116.82,112.53,129.83
38674,119.39,128.3,97.45,115.3,112.53,129.88
38677,119.49,127.74,97.45,115.97,112.62,129.63
38678,119.43,127.26,97.45,116.14,112.62,129.83
38679,118.6,127.02,97.45,114.12,112.62,130.04
38680,118.49,127.1,97.18,113.86,112.62,129.99
38681,117.97,127.18,96.4,112.77,112.62,129.94
38684,118.79,126.97,96.92,114.96,112.62,129.88
38685,118.49,127.73,96.4,113.78,112.62,130.09
38686,119.35,128.8,96.92,114.96,112.62,130.29
38687,119.75,129.23,97.45,115.47,112.62,129.73
38688,120.16,129.18,99.02,115.97,112.62,129.68
38691,121.16,129.02,101.11,117.83,112.62,129.63
38692,120.51,128.38,100.59,116.82,112.62,130.09
38693,119.95,127.82,99.54,116.14,112.62,129.78
38694,120.49,127.58,100.06,117.66,112.62,128.72
38695,121.15,126.86,102.68,118.84,112.62,129.17
38698,122.82,127.92,104.26,121.71,112.62,129.88
38699,123.81,128.01,104.78,124.08,112.53,129.83
38700,123.43,128.27,104.78,123.23,112.53,130.29
38701,122.34,128.01,103.73,121.04,112.53,129.73
38702,122.83,127.74,104.78,121.88,112.98,130.19
38705,124.23,128.19,105.3,124.92,113.16,130.14
38706,124.13,128.64,105.3,124.42,113.16,129.02
38707,124.05,128.37,105.3,124.58,113.16,128.67
38708,124.79,128.73,106.35,125.77,113.16,128.82
38709,125.01,129.26,106.35,125.77,113.6,128.72
38712,125.01,129.39,106.35,125.77,113.6,127.6
38713,124.93,129.84,106.35,125.09,113.6,128.72
38714,125.11,130.85,106.35,124.58,113.6,129.07
38715,123.58,130.25,103.73,122.05,113.6,128.92
38716,123.95,130.62,105.83,121.88,113.6,128.51
38719,124.88,131.04,107.14,123.32,111.24,129.38
38720,125.81,131.45,108.45,124.75,111.24,130.29
38721,125.45,131.31,107.4,124.25,111.24,130.95
38722,124.06,130.69,106.35,121.55,111.24,131.1
38723,123.2,129.82,105.83,120.03,111.46,131.76
38726,121.67,128.86,104.78,116.99,112.31,131.41
38727,121.58,128.86,105.83,116.31,112.31,131.41
38728,121.5,129.02,106.88,115.47,112.76,131.66
38729,120.68,129.34,105.83,113.61,112.76,131.15
38730,120.97,129.34,106.35,114.12,112.76,131.15
38733,121.06,129.41,106.35,114.29,112.76,131.41
38734,119.97,128.59,104.78,112.77,112.98,130.29
38735,119.47,128.25,104.78,111.75,112.98,130.44
38736,119.85,129.12,105.3,111.92,112.98,130.09
38737,120.35,129.34,106.35,112.43,113.65,129.99
38740,121.27,129.42,107.92,113.95,113.65,130.9
38741,121.7,130.46,110.02,113.27,113.96,131.1
38742,121.97,131.58,111.07,112.6,114.18,131.3
38743,122.71,132.22,111.07,113.95,114.18,132.78
38744,124.18,132.7,112.11,116.99,114.18,132.22
38747,125.07,133.12,111.59,118.84,115.34,131.66
38748,125.02,132.98,112.64,118.34,115.39,132.12
38749,123.02,132.59,111.07,113.61,116.42,132.07
38750,123.89,133.81,112.64,114.29,116.42,132.02
38751,125.1,134.7,114.21,116.14,116.42,131.2
38754,124.26,134.88,112.64,114.62,116.15,130.9
38755,123.04,134.82,111.07,112.26,116.06,130.9
38756,124.09,136.27,112.64,113.27,116.06,130.9
38757,125.24,137.25,113.69,115.3,116.06,128.87
38758,124.6,136.71,112.64,114.46,116.28,128.62
38761,124.33,135.47,111.07,115.3,116.28,128.62
38762,124.21,135.36,110.02,115.47,116.28,128.92
38763,124.74,135.81,111.07,115.97,116.28,129.22
38764,125.39,136.66,112.11,116.82,115.79,129.28
38765,126.56,137.51,112.64,118.84,115.79,130.85
38768,126.55,137.52,112.11,118.84,116.1,131.15
38769,125.49,137.3,112.11,116.31,116.1,130.65
38770,124.34,136.75,110.02,114.46,116.1,130.65
38771,124.44,137.01,110.54,114.29,116.1,130.9
38772,125.21,137.27,112.64,115.3,115.88,130.39
38775,125.55,137.99,112.11,115.81,115.88,130.49
38776,125.29,137.99,111.07,115.64,115.48,131.36
38777,124.75,137.11,110.54,115.13,115.48,131.46
38778,126.27,138.07,112.11,117.66,115.48,131.56
38779,126.46,138.15,112.64,117.83,115.48,132.17
38782,125.39,137.39,108.97,117.16,115.7,132.02
38783,124.37,137.2,107.92,115.13,115.7,131.66
38784,124.16,137.89,107.4,114.29,115.7,131.81
38785,124,137.62,108.45,113.61,115.7,131.96
38786,124.16,138.07,108.97,113.44,115.7,131.86
38789,123.02,136.21,107.4,112.6,115.39,131.91
38790,123.17,135.15,108.45,113.27,115.34,132.37
38791,122.65,134.74,107.4,112.6,115.34,132.32
38792,121.4,133.52,105.3,111.08,115.34,132.78
38793,121.4,133.9,104.78,111.08,115.34,132.47
38796,120.6,132.88,103.21,110.4,115.39,132.32
38797,121.15,132.98,105.83,110.74,115.39,131.61
38798,121.16,132.83,105.3,111.25,115.39,131.41
38799,120.62,131.81,104.26,111.08,115.39,130.7
38800,120.34,131.1,104.26,110.91,115.39,130.24
38803,120.97,131.07,105.3,112.09,115.34,130.04
38804,121.32,131.68,105.83,112.26,115.43,130.59
38805,121.66,132.13,106.88,112.26,115.43,129.88
38806,122.32,132.5,107.92,113.1,115.43,130.95
38807,122.06,133.42,111.59,110.23,115.55,130.75
38810,121.34,133.15,111.59,108.72,115.12,131.15
38811,121.12,133.6,110.54,108.21,115.12,131.51
38812,121.94,134.29,111.59,109.05,115.12,131.61
38813,122.76,135.22,113.69,109.56,115.12,131.71
38814,122.33,135.18,113.69,108.55,115.12,130.8
38817,122.78,137.49,113.69,108.04,115.12,130.9
38818,123.63,138.67,113.69,109.39,115.21,130.7
38819,123.06,138.42,112.11,108.72,115.21,130.49
38820,123.21,138.48,111.59,109.22,115.34,130.29
38821,123.36,137.99,111.59,109.9,115.34,130.85
38824,123.37,136.99,111.59,110.57,115.34,131.1
38825,124.39,138.08,112.64,111.92,115.57,130.34
38826,124.31,137.57,112.64,111.92,115.88,130.34
38827,124,137.46,113.16,111.42,115.88,126.03
38828,123.89,136.79,113.69,111.25,116.1,126.28
38831,124.18,136.45,112.64,112.6,116.24,126.33
38832,124.53,136.75,111.59,113.44,116.86,126.99
38833,124.41,136.5,112.11,112.94,116.86,127.14
38834,124.18,135.2,112.11,113.1,116.86,127.8
38835,125.56,135.99,114.73,114.96,116.86,128.21
38838,126.4,136.91,114.73,116.31,116.82,128.87
38839,125.85,137.44,112.64,115.3,116.91,129.12
38840,126.22,137.41,112.64,116.14,116.91,128.87
38841,126.09,137.62,112.11,115.81,116.91,129.38
38842,126.92,139.27,112.64,116.48,116.91,129.63
38845,126.86,140.31,111.59,115.97,117.22,129.17
38846,127.65,141.67,111.59,116.99,117.22,129.48
38847,128.22,142.07,112.64,117.66,117.18,129.78
38848,129.61,143.27,115.78,119.01,117.18,130.09
38849,130.5,144.87,119.45,118.68,116.73,130.65
38852,130.1,144.85,120.5,117.16,116.73,130.65
38853,130.15,145.72,120.5,116.65,116.82,130.44
38854,131.18,148.34,122.59,116.48,116.95,129.99
38855,130.49,148.25,121.02,115.47,116.95,129.28
38856,129.13,148.07,117.88,113.44,116.95,128.82
38859,129.34,148.78,119.45,112.77,116.95,129.22
38860,129.56,148.44,118.93,113.78,116.95,129.17
38861,128.77,147.62,117.35,112.94,116.95,129.12
38862,128.88,147.29,118.93,112.77,116.95,129.33
38863,129.31,148.47,119.45,112.77,116.95,129.28
38866,129.32,148.31,119.45,112.85,117,129.73
38867,129.4,148.15,119.45,113.1,117,130.34
38868,128.72,146.71,117.88,112.6,117.8,130.44
38869,129.56,146.23,119.45,113.95,117.8,135.11
38870,131.9,147.43,121.54,118.17,117.8,135.72
38873,130.82,147.06,118.93,116.82,117.84,135.62
38874,129.16,145.01,116.83,114.96,117.84,134.91
38875,129.8,145.61,118.4,115.64,117.67,134.7
38876,128.3,144.92,115.78,113.61,117.31,133.49
38877,127.75,143.91,114.73,113.44,117.31,133.03
38880,129.01,143.72,116.83,115.97,117.31,132.57
