DATE,IGC GOI,Wheat,Maize,Soyabeans,Rice,Barley
41283,286.33,272.04,307.01,271.79,201.32,310.18
41284,286.28,271.67,308.32,271.28,201.32,311.94
41285,288.26,274.75,312.51,271.96,202.52,312.2
41288,291.26,277.91,317.22,275,202.43,314.15
41289,292.1,280.97,319.84,274.15,202.34,314.19
41290,294.89,282.22,320.36,279.05,203.01,317.48
41291,293.84,281.52,318.52,277.87,202.66,316.82
41292,293.54,281.63,319.36,277.53,200.69,315.44
41295,293.21,280.37,319.36,277.53,200.87,315.43
41296,294.38,278.17,319.2,281.24,200.78,316
41297,292.22,276.79,316.05,278.2,200.87,316.23
41298,292.12,275.64,317.2,278.04,201.54,315.48
41299,292.99,277.98,316.05,279.05,201.9,316
41302,294.12,278.7,318.24,280.4,201.67,314.97
41303,294.33,278.19,318.26,281.07,201.54,315.55
41304,297.41,279.81,320.94,285.8,201.41,316.74
41305,296.17,279.11,320.97,283.44,201.54,316.07
41306,295.85,276.6,319.98,284.28,202.21,317.77
41309,296.47,275.15,319.01,286.81,202.43,315.75
41310,296.14,273.82,316.9,287.49,202.57,314.8
41311,295.25,274.15,314.66,286.14,202.57,313.96
41312,293.8,272.31,309.26,285.97,202.57,312.17
41313,290.9,272.25,308.56,279.89,202.88,312.64
41316,287.83,270.45,304.98,275.67,202.88,310.84
41317,285.93,268.02,303.31,273.65,202.88,310.62
41318,285.52,268.48,301.93,272.97,203.01,307.68
41319,284.88,268.69,299.75,271.96,203.01,306.22
41320,286.19,269.96,300.96,273.65,203.55,305.72
41323,286.28,270.35,300.96,273.65,203.55,306.25
41324,290.03,267.87,301.9,282.93,203.46,306.52
41325,291.65,268.87,304.54,284.79,203.37,307.33
41326,289.9,265.17,299.34,285.29,203.37,304.36
41327,286.83,263.74,300.02,279.55,203.37,302.29
41330,285.28,260.86,300.72,277.53,203.64,302.49
41331,284.49,260.56,302.81,275.84,203.33,298.07
41332,284.64,261.12,301.07,276.35,203.33,298.76
41333,286.5,262.98,304.56,278.04,203.33,298.89
41334,285.78,263.77,304.91,276.18,202.75,299.19
41337,285.89,259.96,303.16,279.22,202.84,297.45
41338,287.03,260.72,303.86,280.9,202.84,296.6
41339,284.51,256.46,297.23,280.4,201.81,295.84
41340,285.54,257.44,297.58,282.09,201.81,293.15
41341,286.81,260.18,303.16,281.58,201.81,291.44
41344,288.3,260.44,306.31,283.61,201.76,291.64
41345,287.3,260.58,307.35,280.9,201.63,292.32
41346,284.42,261.31,302.1,276.18,200.96,291.01
41347,283.9,262.92,305.17,272.97,201.14,291.67
41348,282.89,262.89,304.44,270.78,201.05,293.58
41351,280.53,259.89,305.01,267.06,201.18,292.56
41352,280.56,260.25,308.75,266.05,201.18,290.47
41353,282.41,263.5,309.1,268.08,201.05,292.53
41354,285.34,263.26,310.5,273.81,201.05,293.22
41355,284.38,263.28,306.31,272.8,201.63,292.42
41358,284.43,263.12,308.75,272.3,201.63,289.17
41359,285.08,263.48,307.35,273.81,201.63,290.91
41360,286.51,266.47,307.7,275,201.63,290.89
41361,278.9,260.65,296.53,265.88,201.45,290.47
41362,278.35,258.52,296.53,265.88,201.45,290.41
41365,273.5,253.84,281.86,263.35,201.45,286.35
41366,272.89,253.05,277.67,264.02,201.45,282.45
41367,272.98,256.18,276.97,262.5,201.32,283.33
41368,271.49,256.36,272.08,260.98,201.45,285.59
41369,271.04,257.83,272.08,259.3,201.32,287.46
41372,273.13,260.88,271.38,262.17,201.32,287.78
41373,274.81,259.47,273.13,265.88,201.23,290.18
41374,274.54,257.71,273.82,265.71,201.59,290.35
41375,275.86,259.57,274.17,267.4,201.36,289.8
41376,277.36,260.16,277.32,269.26,200.56,294.24
41379,275.05,258.84,275.92,265.71,200.56,293.42
41380,277.69,260.41,280.81,269.09,200.56,292.24
41381,278.13,259.42,279.76,270.78,200.56,292.15
41382,278.83,261.22,276.97,272.13,200.56,292.7
41383,278.65,260.24,278.02,271.62,200.96,292.6
41386,277.14,258.39,278.02,269.59,200.96,291.46
41387,276.04,257.69,275.57,268.75,200.96,287.34
41388,274.18,258.04,275.22,264.7,201.05,286.32
41389,276.16,259.15,276.97,267.74,201.05,286.56
41390,276.44,258.58,274.17,269.59,200.83,286.87
41393,283.16,262.5,287.1,277.36,200.83,290.24
41394,283.08,264.51,287.1,275.84,201.23,293.57
41395,280.68,263.19,289.89,270.61,201.23,294.33
41396,280.89,264.22,290.24,270.94,200.6,290.42
41397,281.61,262.76,289.54,273.48,201.14,289.72
41400,278.98,260.11,285.7,270.61,201.14,288.15
41401,280.8,259.96,287.45,274.32,201.27,286.82
41402,281.84,260.19,287.8,276.35,201.36,287.34
41403,284.9,262.69,294.43,279.22,201.36,286.78
41404,280.32,261.03,292.69,270.61,200.74,286.97
41407,281.15,259.62,288.49,274.32,200.6,284.75
41408,280.73,260.88,287.8,273.14,200.6,284.3
41409,279.28,257.99,287.45,272.8,200.47,280.44
41410,280.15,256.04,287.1,276.52,200.47,278.5
41411,282.23,255.87,289.89,280.23,200.47,278.03
41414,283.43,256.22,289.19,283.27,200.47,277.8
41415,283.98,256.03,286.4,285.46,200.47,276.7
41416,285.7,256.23,291.64,287.32,200.6,276.47
41417,287.26,258.18,294.43,288.84,200.38,276.19
41418,282.85,254.98,293.03,281.75,199.93,274.89
41421,282.75,254.66,293.03,281.75,199.93,274.69
41422,284.5,254.4,291.12,286.64,199.93,271.86
41423,284.13,254.94,290.7,285.97,199.67,272.78
41424,283.22,255.04,288.02,284.62,199.31,273.3
41425,284.78,255.82,291.64,286.81,198.68,272.44
41428,286.24,254.42,291.57,290.86,198.77,274.1
41429,285.59,255.92,292.58,288.5,198.77,271.62
41430,285.04,254.26,293.12,288.33,198.68,271.31
41431,284.65,254.18,295.21,287.15,198.42,271.99
41432,285.01,254.7,296.05,287.32,198.06,272.19
41435,282.17,254.3,288.36,284.28,198.19,270.6
41436,285.51,254.32,291.95,290.53,198.15,269
41437,284.41,251.98,289.22,290.53,197.57,269.08
41438,281.02,250.34,287.16,284.96,197.21,265.26
41439,281.73,248.56,290.7,286.31,197.39,266.5
41442,280.67,243.49,296.02,285.46,197.39,257.74
41443,280.42,244.06,297.3,283.77,197.12,258.47
41444,282.62,247.33,299.8,285.97,197.35,260.25
41445,279.77,246.65,297.55,280.57,197.52,260.59
41446,277.76,244.86,294.01,279.39,196.81,259.39
41449,278.15,241.6,291.82,283.1,196.9,258.68
41450,278.73,241.02,292.71,284.28,196.81,258.36
41451,279.06,239.35,294.81,285.46,196.41,257.18
41452,279.81,238.39,295.36,287.49,196.45,256.96
41453,280.76,236.76,299.74,289.51,195.83,256.86
41456,278.38,236.43,286.29,289.68,195.02,249.61
41457,277.29,236.02,291.73,285.63,194.89,250.97
41458,278.4,237.21,293.35,286.81,195.02,250.85
41459,278.25,237.4,293.35,286.81,195.02,251.27
41460,277.92,235.79,295.07,286.31,195.34,250.51
41463,279.72,236.69,296.06,289.35,195.38,249.54
41464,280.91,238.43,298.63,290.02,195.16,249.5
41465,277.23,239.34,278.54,287.66,195.02,249.99
41466,278.47,239.79,279,289.85,195.16,250.87
41467,269.62,239.57,254.45,279.22,195.69,249.59
41470,270.53,237.42,252.45,283.44,195.96,247.81
41471,272.66,238.12,254.17,287.15,195.87,248.9
41472,272.14,237.18,251.9,287.32,195.96,249.41
41473,271.6,236.65,254.48,285.8,196.18,249.32
41474,272.47,236.72,256.1,288.16,193.77,249.39
41477,274.53,236.71,255.5,292.89,193.82,250.35
41478,261.94,236.3,249.17,267.4,193.82,250.03
41479,256.54,232.87,244.28,259.13,193.6,249.54
41480,252.9,231.71,238.83,253.89,193.37,248.68
41481,252.23,231.4,236.84,253.56,192.88,247.86
41484,252.98,231.44,236.82,255.58,193.15,247.7
41485,252.08,232.37,238.78,252.54,193.15,247.94
41486,252.21,233.21,239.66,252.54,192.43,247.54
41487,250.06,233.18,234.03,249.84,192.35,247.04
41488,247.66,232.74,229.96,246.47,191.27,244.55
41491,246.51,230.88,224.81,246.47,191.59,243.24
41492,244.96,231.36,223.07,243.93,191.05,243.62
41493,244.59,230.66,222.13,244.27,190.69,242.95
41494,246.75,230.12,223.98,248.49,190.47,244.22
41495,246.09,230.81,221.61,247.48,189.58,245.12
41498,250.46,231.08,223.83,255.75,189.58,244.08
41499,249.5,230.79,218.93,255.75,189.04,243.54
41500,250.66,230.57,219.64,258.28,189.18,242.88
41501,254.28,232.73,225.56,262.84,189.18,243.8
41502,253.64,233.38,223.97,262,188.11,243.86
41505,258.36,234.57,230.17,269.43,187.39,244.08
41506,256.44,233.93,227.88,266.56,186.68,244.15
41507,258.66,233.15,233.54,270.27,186.41,243.59
41508,256.04,231.68,230.36,267.06,185.78,242.86
41509,259.64,230.88,232.76,275.33,183.51,243.74
41512,267.02,234.36,239.3,286.81,183.19,245.56
41513,264.05,234.64,234.52,281.58,182.79,247.17
41514,264.21,233.92,234.22,283.1,182.57,242.52
41515,262.61,232.71,231.41,281.41,182.12,240.49
41516,261.29,232.59,229.35,279.55,181.23,239.68
41519,261.33,232.67,229.08,279.55,181.23,241.75
41520,262.58,231.83,229.92,282.76,180.92,241.73
41521,259.75,232.09,228.19,277.02,180.92,242.05
41522,261.21,231.5,226.94,281.24,180.83,241.23
41523,262.09,231.92,227.94,283.1,180.29,240.5
41526,257.86,230.65,220.87,276.68,180.29,241.96
41527,257.93,230.6,222.48,276.35,180.43,241.29
41528,259.47,231.5,223.89,278.71,180.52,242.12
41529,262.01,231.22,221.67,284.96,180.92,242.39
41530,260.54,230.61,218.83,283.1,180.74,241.58
41533,256.88,229.81,217.53,276.35,181.14,239.83
41534,255.85,230.15,215.44,274.66,180.7,240.31
41535,256.67,230.53,216.4,275.84,180.7,240.59
41536,256.37,231.28,217,274.32,181.05,240.82
41537,254.35,229.87,214.55,271.45,181.68,240.85
41540,254.01,229.27,215.88,270.1,181.1,241.96
41541,254.24,230.72,214.63,270.1,181.1,242.64
41542,255.69,233.31,216.35,271.45,180.87,243.19
41543,255.59,234.3,216.82,270.44,180.78,244.23
41544,256.4,236.98,216.01,271.28,179.53,244.99
41547,252.9,237.71,211.79,264.53,179.67,245.38
41548,253.46,239.18,212.04,265.21,179.45,243.14
41549,254.88,240.57,212.83,267.4,179.22,243.71
41550,256.26,241.82,212.12,269.93,179.04,243.22
41551,257.23,242.33,214.31,271.11,178.51,243.91
41554,257.79,242.99,215.51,271.45,178.64,243.83
41555,257.06,243.79,213.68,269.93,178.78,244.55
41556,254.92,243.74,213.29,265.37,178.86,244.27
41557,254.6,243.68,210.39,265.63,178.64,245.22
41558,252.96,244.23,208.56,262.34,178.95,243.91
41561,253.91,244.94,211.29,263.1,179.18,244.15
41562,253.79,243.83,214.82,262.34,179.36,242.2
41563,254.19,242.6,215.27,263.85,179.27,240.82
41564,255.59,243.31,215.56,266.13,179.13,242.65
41565,256.83,247.5,215.14,266.13,179.85,244.79
41568,257.95,247.13,216.44,268.16,179.8,246.21
41569,258.28,248.13,215.58,268.41,179.67,247.59
41570,259.34,249.17,217.37,269.68,179.67,246.78
41571,259.34,247.89,218.15,270.19,179.67,246.97
41572,258.28,247.49,218.2,268.41,179.36,246.6
41575,255.22,245.52,215.06,264.11,178.95,246.17
41576,256,245.32,216.11,265.63,178.95,245.46
41577,256.77,244.93,216.11,267.65,178.82,245.89
41578,255.97,244.42,216.63,266.13,178.82,243.84
41579,254.39,243.51,215.76,263.6,178.37,244.12
41582,253.9,242.21,215.91,263.1,178.46,243.58
41583,253.01,240.86,215.78,262.08,178.37,242.92
41584,252.98,240.39,214.35,262.84,178.46,243.68
41585,254.32,240.54,216.87,264.87,178.46,243.01
41586,255.72,240.34,217.78,267.91,178.15,242.84
41589,257.79,240.05,221.98,271.2,178.15,243.25
41590,258.56,239.66,221.2,273.48,177.79,242.98
41591,258.55,239.68,220.68,273.48,177.88,243.49
41592,258.23,239.71,219.57,273.22,178.02,243.07
41593,254.96,238.76,217.8,266.89,178.82,243.58
41596,254.74,237.92,214.67,268.16,178.82,242.99
41597,254.25,238.74,216.57,265.88,178.95,243.17
41598,253.79,238.48,215.97,265.37,178.95,242.08
41599,255.65,238.78,217.37,268.67,179.27,242.39
41600,258.04,239.19,217.16,273.73,179.18,242.05
41603,258.57,239.14,218.29,274.74,179.18,241.82
41604,258.71,238.66,216.86,275.76,179.4,241.91
41605,258.05,239.07,217.04,273.98,179.53,240.39
41606,258.1,239.09,217.3,273.98,179.53,240.98
41607,259.76,239.66,216.83,277.28,179.98,242.23
41610,255.15,239.52,217.48,266.89,180.11,244.51
41611,255.73,240.18,219.36,267.23,180.11,244.36
41612,256.07,240.02,219.05,268.08,180.56,244.34
41613,254.98,238.5,218.21,266.89,180.43,243.06
41614,255.39,239.83,218.81,266.89,180.65,242.94
41617,256.83,240.26,218.42,269.93,180.47,243.26
41618,255.68,238.3,218.74,268.75,180.43,242.63
41619,256.72,238.28,221.17,270.27,180.56,242.7
41620,254.78,236.8,220.92,267.06,180.56,242.1
41621,254.34,236.81,218.97,267.23,179.94,241.84
41624,255.58,237.33,218.46,269.93,179.45,241.73
41625,256.63,236.36,219.87,272.3,179.31,241.14
41626,254.23,234.93,219.42,268.24,179,240.38
41627,254.62,234.7,221.04,268.92,178.78,240.15
41628,255.7,234.91,221.85,270.94,177.84,240.2
41631,254.61,233.8,221.95,269.09,177.84,240.91
41632,254.81,233.47,221.95,269.93,177.57,240.64
41633,254.77,233.36,221.95,269.93,177.57,240.56
41634,253.01,233.06,219.55,267.06,177.57,240.56
41635,253.31,232.72,219.42,267.91,178.02,240.75
41638,252.51,231.54,217.96,267.06,177.79,241.2
41639,251.35,231.86,218.32,264.19,177.79,241.27
41640,251.58,231.8,218.32,264.19,177.79,241.48
41641,249.19,230.66,218.94,259.63,177.39,240.85
41642,249.88,232.18,220.29,260.14,176.81,239.98
41645,250.05,232.26,220.73,260.48,176.81,240.81
41646,249.62,231.23,221.07,260.14,176.81,241.31
41647,248.59,229.42,218.83,259.97,177.03,241.08
41648,248.2,230.07,215.96,259.47,177.08,241.11
41649,250.04,232.55,222.29,259.97,176.86,241.24
41652,250.38,231.51,223.51,260.48,177.08,241.28
41653,251.7,232.25,222.42,263.69,176.99,241.71
41654,251.6,230.27,221.04,265.04,177.17,241.14
41655,251.92,231.22,222.84,264.53,177.26,240.33
41656,251.91,231.88,221.64,264.7,176.95,240.31
41659,251.91,231.58,221.91,264.7,176.95,239.8
41660,248.86,230.96,223.31,257.95,176.5,240.51
41661,248.94,231.51,224.02,257.61,176.5,241.36
41662,249.33,233.47,224.52,257.1,176.5,242.92
41663,250.3,231.94,223.53,258.62,182.79,241.39
41666,250.64,231.12,225.07,259.3,182.79,240.98
41667,250.08,230.73,225.62,258.45,182.79,239.99
41668,247.86,228.75,224.89,254.74,183.02,239.92
41669,248.23,228.53,226.3,255.25,183.02,238.78
41670,248.21,227.29,226.09,256.09,182.21,236.84
41673,249.6,228.95,226.8,257.95,182.21,237.26
41674,252.3,232.37,228.99,260.98,182.21,238.93
41675,252.91,233.3,229.67,261.49,182.21,239.58
41676,254.02,232.89,229.91,264.02,182.21,239.51
41677,252.79,232.31,229.41,261.66,181.9,239.94
41680,252.76,234.42,228.86,260.82,181.9,240.1
41681,253.64,235.97,227.66,262.34,181.99,240.25
41682,252.51,235.14,226.47,260.82,181.77,240.29
41683,255.54,236.91,226.26,266.72,181.77,241.07
41684,255.42,236.74,229.11,265.54,181.59,241.61
41687,255.85,237.98,229.11,265.54,181.94,242.41
41688,259.16,240.03,231.63,270.44,181.94,244.73
41689,259.22,241.46,232.86,269.43,181.5,245.36
41690,259.38,240.65,234.11,269.93,181.5,245.87
41691,259.37,237.03,232.78,272.46,181.5,245.38
41694,260.42,236.74,232.26,275,181.5,245.06
41695,262.03,238.2,233.66,277.19,181.5,245.21
41696,262.18,236.65,232.96,278.71,181.5,244.66
41697,260.1,234.35,231.91,275.84,181.5,243.93
41698,262.69,236.82,234.36,279.22,181.41,245.26
41701,264.28,242.41,237.15,278.04,181.41,247.43
41702,265.83,242.42,240.64,280.06,180.96,247.55
41703,266.79,244.72,240.64,280.57,180.83,248.98
41704,269.54,247.49,244.14,283.61,180.74,249.98
41705,271.61,249.89,243.09,287.32,180.03,251.52
41708,267.45,248.43,240.64,280.06,179.71,251.13
41709,267.46,250.42,242.39,278.37,179.49,250.41
41710,261.71,252.09,244.84,263.69,179.27,251.65
41711,262.21,250.56,243.79,265.88,179.27,254.21
41712,261.94,251.76,244.49,264.36,178.46,255.3
41715,261.51,249.89,244.14,264.7,178.6,253.66
41716,264.93,253.93,246.23,269.26,178.69,252.78
41717,267.15,257.6,245.19,271.62,178.46,253.42
41718,266.85,256.84,243.09,272.46,178.46,253.93
41719,263.51,254.88,242.04,267.06,177.79,253.17
41722,265.87,258.54,244.49,269.26,177.3,254.11
41723,266.03,258.97,243.44,269.43,177.48,254.87
41724,265.81,256.09,242.04,271.11,176.9,254.04
41725,266.16,258.08,244.14,270.1,176.9,253.71
41726,265.35,255.36,244.84,270.1,175.78,253.29
41729,268.24,255.84,246.23,275.67,176.1,253.01
41730,269.31,254.05,247.28,278.37,176.23,255.68
41731,265.64,250.51,243.79,273.65,176.23,254.74
41732,267.33,252.06,244.49,276.35,176.23,252.26
41733,266.76,250.58,245.19,275.84,176.41,252.26
41736,265.81,251.23,244.84,273.31,176.45,250.37
41737,267.7,251.55,246.23,276.35,176.45,250.87
41738,267.84,249.45,244.14,278.54,176.59,250.82
41739,266.53,247.94,243.79,276.85,176.59,251.12
41740,264.89,247.8,245.19,272.97,176.9,251.09
41743,266.82,251.21,245.88,275,176.9,252.27
41744,269.78,255.68,245.53,279.05,177.44,253.12
41745,269.99,253.49,243.44,281.58,177.44,253.4
41746,269.23,253.13,242.39,280.57,177.79,253.24
41747,269,252.32,242.39,280.57,177.79,253.07
41750,266.5,249.54,241.69,277.36,176.99,252.67
41751,265.46,250.4,244.49,273.98,177.35,251.25
41752,265.02,250.53,247.98,272.3,177.26,249.01
41753,266.17,252.98,247.63,273.31,177.26,248.61
41754,268.61,252.82,250.77,277.53,176.81,249.47
41757,269.55,253.2,250.77,279.55,176.5,249.16
41758,271.42,253.46,251.82,282.76,176.5,248.8
41759,272.13,255.35,250.07,283.77,176.5,249.61
41760,266.51,254.22,247.28,273.14,176.5,249.8
41761,268.26,257.38,246.93,275.33,176.23,250.04
41764,267.38,259.58,247.28,271.96,176.14,250.34
41765,268.04,262.07,248.68,271.45,176.14,250.98
41766,266.78,261.63,248.33,268.92,176.05,251.45
41767,269.36,262.66,249.73,273.81,176.05,250.94
41768,271.01,261.78,247.63,278.88,175.78,249.33
41771,269,260.25,245.53,275.67,176.01,247.79
41772,270.51,258.45,247.98,279.05,176.1,246.67
41773,269.67,256.29,247.28,279.22,176.32,246.48
41774,266.05,251.68,243.79,275.5,176.32,245.52
41775,265.28,250.44,243.79,274.32,175.87,244.58
41778,267.53,251.26,243.44,279.22,176.19,245.24
41779,266.12,251.36,242.39,276.18,176.05,243.95
41780,268.45,249.32,242.74,282.59,176.14,241.65
41781,269.22,248.45,243.44,284.62,176.14,242.17
41782,268.46,247.19,242.39,284.11,176.95,241.67
41785,268.31,246.68,242.39,283.94,176.95,241.91
41786,265.15,245.36,238.55,279.55,177.17,237.7
41787,265.05,244.29,236.07,280.4,177.3,237.72
41788,264.7,243.27,234.67,280.74,177.3,237.77
41789,263.5,241.66,232.55,279.72,177.62,238.34
41792,263.4,240.45,232.16,280.4,178.06,236.42
41793,260.84,238.14,230.83,276.85,178.06,236.17
41794,261.02,238.96,229.6,277.02,178.11,236.76
41795,258.35,237.06,227.47,272.97,178.28,235.65
41796,259.41,239.83,230.8,272.3,178.82,235.31
41799,258.53,238.57,228.59,271.79,178.95,235.23
41800,258.14,237.25,225.59,272.63,178.95,236.29
41801,256.16,234.01,224.67,270.27,178.95,235.6
41802,253.56,232.74,225.4,265.04,178.95,234.94
41803,254.97,234.24,226.23,266.56,179.13,235.94
41806,254.63,234.96,224.54,266.05,178.91,234.96
41807,253.34,235.35,222.69,263.52,178.91,234.78
41808,254.9,236.28,223.89,266.05,178.69,234.87
41809,256.32,237.18,225.84,267.91,178.91,235.27
41810,255.92,235.56,227.3,266.89,180.7,235.25
41813,257.55,234.82,225.56,271.62,180.7,235.31
41814,255.53,232.23,223.23,269.26,180.7,235.31
41815,255.51,232.46,222.61,269.43,180.61,234.89
41816,257.87,233.7,223.99,273.48,180.47,234.54
41817,257.8,234.22,224.32,272.46,181.5,235.2
41820,254.5,232.12,218.33,268.24,181.5,235.7
41821,253.33,230.07,217.52,267.23,181.86,234.4
41822,252,228.08,216.08,265.88,181.86,234.43
41823,251.63,228.26,215.54,265.21,181.86,233.78
41824,251.62,228.22,215.54,265.21,181.54,234.79
41827,247.14,224.59,205.7,260.65,181.14,234.37
41828,244.53,224.51,205.2,255.08,181.14,234.44
41829,244.26,222.66,203.84,256.09,181.36,233.16
41830,243.15,221.9,202.59,254.91,181.36,231.57
41831,239.54,219.57,201.5,248.83,181.77,230.48
41834,236.68,221.26,199.74,242.08,182.3,229.21
41835,235.43,220.14,197.39,240.9,182.39,228.06
41836,236.17,219.82,199.65,241.91,182.53,227.69
41837,236.59,221.8,200.82,241.23,182.53,228.09
41838,236.65,219.99,200.5,242.25,184.13,228.14
41841,236.74,218.68,198.44,244.27,184.36,226.23
41842,236.24,216.85,198.31,244.61,184.44,223.54
41843,238.18,217.58,199.58,247.99,184.31,223.64
41844,239.3,217.58,200.27,250.01,184.31,224.78
41845,240.98,221.61,201.21,250.86,185.47,223.13
41848,243.39,221.17,202.48,255.75,185.69,223.82
41849,241.21,218.76,201.32,252.88,185.69,221.21
41850,240.28,219.39,201.87,250.86,185.47,220.3
41851,239.71,219.68,199.8,250.18,185.47,220.4
41852,238.05,220.16,198.55,246.64,186.14,219.92
41855,240.29,221.97,199.72,250.01,186.68,220.71
41856,239.43,223.32,198.42,247.65,186.99,219.76
41857,241.99,225.38,200.19,251.36,187.12,220.09
41858,239.19,223.94,198.75,246.3,187.35,220.97
41859,240.21,222.24,195.33,250.35,188.64,220.12
41862,238.96,219.81,195.06,249.34,188.19,218.58
41863,237.84,217.83,195.77,247.99,188.19,217.67
41864,236.12,216.68,194.67,245.29,188.42,218.11
41865,237.97,217.5,195.35,248.83,187.97,217.67
41866,238.33,218.09,195.24,249.51,187.48,217.71
41869,239.16,217.27,193.15,252.54,187.39,218.66
41870,237.78,217.79,193.86,249.17,187.39,216.52
41871,237.06,217.21,193.05,248.32,187.52,215.94
41872,237.79,218.16,193.04,249.51,187.52,215.94
41873,239.98,219.11,194.16,253.39,187.44,218.18
41876,236.54,218.55,192.6,246.64,187.17,218.69
41877,231.12,217.9,190.11,235.83,186.77,218.48
41878,231.28,218.69,190.11,235.66,186.63,218.59
41879,232.93,219.53,191.44,238.2,186.63,219.08
41880,233.01,219.21,191.15,238.7,186.72,219.13
41883,232.97,219.68,190.1,238.7,186.72,219.52
41884,233.23,218.64,188.98,240.39,186.27,218.48
41885,230.73,218.01,182.77,237.52,186.19,217.5
41886,228.77,217.26,180.11,234.82,185.74,214.88
41887,232.43,224.02,185.67,237.69,183.6,215.42
41890,231.83,224.41,184.27,236.68,183.69,215.44
41891,230.16,223.96,182.61,233.97,183.46,215.54
41892,229.5,222.5,182.82,233.47,183.24,215.28
41893,227.77,221.02,181.17,231.44,183.15,213.53
41894,227.98,218.45,181.17,233.64,183.15,212.65
41897,225.25,220.29,181.9,226.21,183.02,212.92
41898,223.61,219.21,182.24,223,183.02,214.44
41899,223.52,218.8,180.73,223.51,183.15,213.42
41900,221.74,216.29,179.58,221.48,183.15,212.5
41901,219.95,216.18,176.27,218.61,183.02,210.96
41904,218.04,216.41,175.09,215.07,182.35,209.32
41905,216.51,218.02,173.29,211.44,182.26,208.95
41906,216.51,218.68,174.23,210.68,182.35,209.01
41907,214.8,218.03,173.6,207.64,182.48,206.51
41908,213.11,216.28,172.77,205.36,182.39,205.82
41911,214.74,217.34,173.84,207.89,182.39,207.59
41912,213.23,215.97,173.05,205.87,181.94,207.72
41913,213.25,216.84,173.11,205.36,181.5,210.33
41914,214.19,217.44,174.05,206.63,181.5,211.31
41915,213.3,217.6,174.62,204.85,180.07,208.8
41918,215.53,219.21,177.15,207.64,179.76,213.42
41919,217.06,220.79,180.85,208.65,179.85,213.59
41920,216.94,221.45,182.45,207.39,179.58,214.23
41921,216.35,218.93,182.34,207.89,179.31,213.27
41922,213.84,218.36,178.88,204.6,177.39,212.83
41925,216.42,218.97,182.47,208.91,177.3,212.41
41926,218.61,221.49,185.44,211.19,177.21,213
41927,217.85,221.29,184.7,209.92,177.17,213.87
41928,219.36,223.27,187.02,211.19,176.86,214.41
41929,217.48,221.41,185.53,208.65,176.54,214.68
41932,217.5,220.78,185.82,209.16,176.54,214.61
41933,219.85,221,187.14,213.72,176.68,215.8
41934,219.98,222.25,185.52,213.46,176.77,216.95
41935,223.24,223.03,187.8,219.29,176.77,216.36
41936,221.86,221.03,186.06,217.77,177.97,216.29
41939,224.62,222,188.98,222.33,178.02,216.28
41940,225.44,223.31,189.65,222.83,177.79,218.39
41941,229.65,224.67,194.17,229.42,177.79,219.7
41942,228.41,224.02,194.56,226.63,177.79,218
41943,229.47,223.81,195.11,229.42,177.3,217.74
41946,227.83,224.46,193.43,226.13,177.17,217.74
41947,225.02,222.52,190.14,222.58,176.86,217.61
41948,225.67,221.12,191.78,224.35,176.77,217.49
41949,226.36,220.18,191.93,226.38,176.77,216.64
41950,226.56,218.73,192.32,227.9,176.14,216.83
41953,225.87,219.71,192.5,225.62,176.14,217.36
41954,229.76,221.5,193.49,232.71,176.14,218.07
41955,228.67,224.9,195.21,227.9,175.83,219.76
41956,229.71,226.64,197.88,228.4,175.61,220.32
41957,226.43,226.64,194.15,222.58,174.54,220.96
41960,227.75,225.2,194.89,226.13,174.09,221.34
41961,225.27,222.45,192.75,222.83,174.09,219.92
41962,222.42,220.47,189.75,218.78,174.09,220.64
41963,224.5,221.97,191.88,221.82,174.09,220.59
41964,226.5,223.49,192.08,225.37,173.46,221.31
41967,225.85,222.96,191.01,224.61,172.75,223.92
41968,228.08,224.76,194.59,227.39,172.62,222.75
41969,228.62,226.32,196.84,226.88,172.35,225.3
41970,228.41,226.09,196.84,226.88,172.35,225.41
41971,224.42,228.06,196.05,217.6,171.32,224.96
41974,226.37,234.74,197.54,217.43,171.1,226.64
41975,223.91,234.71,194.39,213.21,171.1,226.69
41976,223.07,231.54,194.23,213.55,171.19,224.04
41977,224.17,230.49,196.02,215.91,171.19,224.07
41978,226.39,230.23,197.11,220.64,170.87,223.72
41981,226.84,230.19,195.92,221.99,170.74,224.08
41982,226.81,228.8,198.58,221.65,170.74,223.86
41983,224.83,227.8,198.27,217.94,170.38,223.79
41984,226.18,228.96,200.09,219.79,170.38,223.11
41985,226.59,227.74,202.3,220.64,169.62,224.06
41988,226.09,229.24,200.48,219.12,169.85,225.25
41989,224.59,230.26,200.48,215.41,169.31,225.4
41990,225.56,232.6,200.83,216.08,169,227.07
41991,226.48,233.45,201.53,217.43,168.73,227.38
41992,225.15,230.27,202.57,216.08,168.46,227.39
41995,226.39,231.78,203.62,217.6,168.55,227.59
41996,226.1,230.15,203.97,217.6,168.55,228.81
41997,224.88,228.33,203.27,216.25,168.55,228.71
41998,224.48,226.75,203.27,216.25,168.55,228.85
41999,225.71,226.68,204.32,218.61,168.55,229.36
42002,225.45,227.43,203.62,217.94,168.91,229.32
42003,224.12,224.94,201.88,216.76,168.91,228.47
42004,222.5,223.88,200.13,214.39,168.91,228.11
42005,223.16,224.67,197.34,214.39,168.91,232.06
42006,220.29,221.35,195.94,210.68,168.78,229.17
