wheat
common wheat
Triticum aestivum
durum
durum wheat
hard wheat
Triticum durum
Triticum turgidum
macaroni wheat
emmer
starch wheat
two-grain spelt
Triticum dicoccum
soft wheat
spelt
Triticum spelta
Triticum aestivum spelta
wild wheat
wild emmer
Triticum dicoccum dicoccoides
bulgur
bulghur
bulgur wheat
cracked wheat
wheat berry
wheat germ
